number,Plant_ID,Flower_ID,Date_collected,Date_plated,Replicate,Nectar_cm,Nectar_mm,Nectar_vol,Stigma_closed,Fcfu1,Fcfu2,Fcfu3,Fcfu4,Fcfu5,Fcfu6,F_nontarget,Fcfu_avg,FCFU_total,FCFU_ul,log(FCFU+1),Bcfu1,Bcfu2,Bcfu3,Bcfu4,Bcfu5,Bcfu6,Bcfu_avg,BCFU_total,BCFUul,log(BCFU+1),,,,,,,,,,
427,SV6,427,7/1/15,7/2/15,3,0.01,0.1,0.012106538,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
428,SV6,428,7/1/15,7/2/15,4,0.1,1,0.121065375,Yes,10,,,,,,,10,1.210653753,90.81720946,1.962924089,6,,,,,,6,6,13490.54905,4.130061817,,,,,,,,,,
429,SV6,429,7/1/15,7/2/15,5,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
430,SV6,430,7/1/15,7/2/15,6,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,41,,,,,,41,41,9051.468783,3.956767036,,,,,,,,,,
431,SV6,431,7/1/15,7/2/15,7,0.1,1,0.121065375,Yes,7,,,,,,,7,0.847457627,63.57204662,1.810044552,5,,,,,,5,5,11242.12421,4.050887009,,,,,,,,,,
432,SV6,432,7/1/15,7/2/15,8,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,2248.424842,3.352071487,,,,,,,,,,
433,SV7,433,7/1/15,7/2/15,1,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,15,,,,,,15,15,3987.39874,3.60079857,,,,,,,,,,
434,SV7,434,7/1/15,7/2/15,2,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,36,,,,,,36,36,7947.631127,3.900292343,,,,,,,,,,
435,SV7,435,7/1/15,7/2/15,3,2.1,21,2.542372881,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
436,SV7,436,7/1/15,7/2/15,4,0.7,7,0.847457627,Yes,0,,,,,,,0,0,0,0,15,1,,,,,8,16,5386.138614,3.73135815,,,,,,,,,,
437,SV7,437,7/1/15,7/2/15,5,0.4,4,0.484261501,Yes,0,,,,,,,0,0,0,0,6,,,,,,6,6,3453.645365,3.538403472,,,,,,,,,,
438,SV7,438,7/1/15,7/2/15,6,0.1,1,0.121065375,Yes,3,,,,,,,3,0.363196126,27.24516284,1.450944083,2,,,,,,2,2,4496.849685,3.653004938,,,,,,,,,,
439,SV7,439,7/1/15,7/2/15,7,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
440,SV7,440,7/1/15,7/2/15,8,1,10,1.210653753,Yes,2,,,,,,,2,2.421307506,19.47225676,1.31116572,12,,,,,,12,12,2892.529253,3.461427877,,,,,,,,,,
441,SV8,441,7/1/15,7/2/15,1,0.3,3,0.363196126,Yes,8,,,,,,,8,2.905569007,73.81715856,1.87400121,2,,,,,,2,2,1522.952295,3.182971372,,,,,,,,,,
442,SV8,442,7/1/15,7/2/15,2,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,2,1,,,,,1.5,3,3399.639964,3.531560654,,,,,,,,,,
443,SV8,443,7/1/15,7/2/15,3,2.6,26,3.147699758,Yes,4,,,,,,,4,12.59079903,43.5980775,1.649316138,18,11,,,,,14.5,29,3009.831752,3.478686487,,,,,,,,,,
444,SV8,444,7/1/15,7/2/15,4,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,7,6,,,,,6.5,13,3133.573357,3.496178438,,,,,,,,,,
445,SV8,445,7/1/15,7/2/15,5,0.2,2,0.242130751,Yes,3,,,,,,1,3,0.726392252,27.46329865,1.45428523,2,,,,,,2,2,2266.426643,3.355533245,,,,,,,,,,
446,SV8,446,7/1/15,7/2/15,6,0.3,3,0.363196126,Yes,13,0,,,,,1,6.5,2.360774818,59.97644133,1.785162075,41,,,,,,41,41,31220.52205,4.494454071,,,,,,,,,,
447,SV8,447,7/1/15,7/2/15,7,0.3,3,0.363196126,Yes,3,,,,,,1,3,1.089588378,27.68143446,1.457600868,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
448,SV8,448,7/1/15,7/2/15,8,0.5,5,0.605326877,Yes,0,,,,,,,0,0,0,0,14,,,,,,14,14,6497.209721,3.812793724,,,,,,,,,,
449,SV9,449,7/1/15,7/2/15,1,0.5,5,0.605326877,Yes,7,,,,,,,7,4.237288136,65.60798086,1.823526269,1,,,,,,1,1,464.0864086,2.667533648,,,,,,,,,,
450,SV9,450,7/1/15,7/2/15,2,0.3,3,0.363196126,Yes,7,,,,,,,7,2.542372881,64.59001374,1.816837722,0,,,,,,0,0,0,0,,,,,,,,,,
451,SV9,451,7/1/15,7/2/15,3,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,40,,,,,,40,40,9641.764176,3.984201546,,,,,,,,,,
452,SV9,452,7/1/15,7/2/15,4,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,35,,,,,,35,35,8436.543654,3.926216033,,,,,,,,,,
453,SV9,453,7/1/15,7/2/15,5,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,31,,,,,,31,31,8240.624062,3.916012801,,,,,,,,,,
454,SV9,454,7/1/15,7/2/15,6,0.4,4,0.484261501,Yes,24,,,,,,,24,11.62227603,223.1965622,2.350628949,3,2,1,,,,2,6,3453.645365,3.538403472,,,,,,,,,,
455,SV9,455,7/1/15,7/2/15,7,1.3,13,1.573849879,Yes,0,,,,,,,0,0,0,0,18,,,,,,18,18,3412.310462,3.533175792,,,,,,,,,,
456,SV9,456,7/1/15,7/2/15,8,1.9,19,2.300242131,Yes,0,,,,,,,0,0,0,0,6,,,,,,6,6,812.3549197,2.910280098,,,,,,,,,,
457,SV10,457,7/1/15,7/2/15,1,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
458,SV10,458,7/1/15,7/2/15,2,0.4,4,0.484261501,Yes,22,,,,,,,22,10.65375303,204.5968487,2.313016454,4,,,,,,4,4,2302.430243,3.362375065,,,,,,,,,,
459,SV10,459,7/1/15,7/2/15,3,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,24,7,,,,,15.5,31,9200.945095,3.963879638,,,,,,,,,,
460,SV10,460,7/1/15,7/2/15,4,1.3,13,1.573849879,Yes,0,,,,,,,0,0,0,0,4,1,,,,,2.5,5,947.8640172,2.977203978,,,,,,,,,,
461,SV10,461,7/1/15,7/2/15,5,0.7,7,0.847457627,Yes,0,,,,,,,0,0,0,0,15,,,,,,15,15,5049.50495,3.703334801,,,,,,,,,,
462,SV10,462,7/1/15,7/2/15,6,1.2,12,1.452784504,Yes,2,,,,,,1,2,2.905569007,19.76310451,1.31729229,1,,,,,,1,1,203.870387,2.311479188,,,,,,,,,,
463,SV10,463,7/1/15,7/2/15,7,0.2,2,0.242130751,Yes,4,,,,,,1,4,0.968523002,36.61773153,1.575392603,3,,,,,,3,3,3399.639964,3.531560654,,,,,,,,,,
464,SV10,464,7/1/15,7/2/15,8,0.8,8,0.968523002,Yes,14,,,,,,,14,13.55932203,134.2698631,2.13120105,6,,,,,,6,6,1780.828083,3.250865799,,,,,,,,,,
465,SV11,465,7/1/15,7/2/15,1,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,2,,,,,,2,2,482.0882088,2.684026437,,,,,,,,,,
466,SV11,466,7/1/15,7/2/15,2,0.4,4,0.484261501,Yes,5,,,,,,,5,2.421307506,46.49928379,1.676687061,1,,,,,,1,1,575.6075608,2.760880333,,,,,,,,,,
467,SV11,467,7/1/15,7/2/15,3,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,8,,,,,,8,8,2126.612661,3.327892566,,,,,,,,,,
468,SV11,468,7/1/15,7/2/15,4,1,10,1.210653753,Yes,1,,,,,,,1,1.210653753,9.73612838,1.030847696,0,,,,,,0,0,0,0,,,,,,,,,,
469,SV11,469,7/1/15,7/2/15,5,0.9,9,1.089588378,Yes,47,,,,,,,47,51.21065375,454.1805728,2.658183718,15,,,,,,15,15,3987.39874,3.60079857,,,,,,,,,,
470,SV11,470,7/1/15,7/2/15,6,2.7,27,3.268765133,Yes,1,,,,,,1,1,3.268765133,10.97223131,1.078175099,0,,,,,,0,0,0,0,,,,,,,,,,
471,SV11,471,7/1/15,7/2/15,7,1.2,12,1.452784504,Yes,3,1,,,,,1,2,2.905569007,19.76310451,1.31729229,0,,,,,,0,0,0,0,,,,,,,,,,
472,SV11,472,7/1/15,7/2/15,8,0.5,5,0.605326877,Yes,3,,,,,,1,3,1.81598063,28.11770608,1.464157158,0,,,,,,0,0,0,0,,,,,,,,,,
473,SV12,473,7/1/15,7/2/15,1,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
474,SV12,474,7/1/15,7/2/15,2,0.2,2,0.242130751,Yes,32,,,,,,,32,7.748184019,292.9418523,2.468261427,8,,,,,,8,8,9065.706571,3.957449561,,,,,,,,,,
475,SV12,475,7/1/15,7/2/15,3,0.2,2,0.242130751,Yes,1,,,,,,,1,0.242130751,9.154432883,1.006655673,724,,,,,,724,724,820446.4446,5.914050767,,,,,,,,,,
476,SV12,476,7/1/15,7/2/15,4,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
477,SV12,477,7/1/15,7/2/15,5,0.5,5,0.605326877,Yes,6,,,,,,,6,3.631961259,56.23541217,1.757664815,0,,,,,,0,0,0,0,,,,,,,,,,
478,SV12,478,7/1/15,7/2/15,6,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,1133.213321,3.054694744,,,,,,,,,,
479,SV12,479,7/1/15,7/2/15,7,1.5,15,1.81598063,Yes,0,,,,,,,0,0,0,0,62,,,,,,62,62,10335.19352,4.014360632,,,,,,,,,,
480,SV12,480,7/1/15,7/2/15,8,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
481,JP1,481,7/2/15,7/3/15,1,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
482,JP1,482,7/2/15,7/3/15,2,0.3,3,0.363196126,Yes,1,,,,,,,1,0.363196126,9.22714482,1.009754406,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
483,JP1,483,7/2/15,7/3/15,3,0.6,6,0.726392252,Yes,3,2,,,,,,2.5,1.81598063,23.61320158,1.391168109,16,3,,,,,9.5,19,7405.040504,3.869586083,,,,,,,,,,
484,JP1,484,7/2/15,7/3/15,4,1,10,1.210653753,Yes,4,,,,,,,4,4.842615012,38.94451352,1.601457136,3,1,,,,,2,4,964.1764176,2.984606702,,,,,,,,,,
485,JP1,485,7/2/15,7/3/15,5,1.8,18,2.179176755,Yes,1,,,,,,,1,2.179176755,10.31782388,1.053762931,1,,,,,,1,1,141.9141914,2.155075356,,,,,,,,,,
486,JP1,486,7/2/15,7/3/15,6,1.6,16,1.937046005,Yes,0,,,,,,33,0,0,0,0,2,1,,,,,1.5,3,472.209721,2.675053658,,,,,,,,,,
487,JP1,487,7/2/15,7/3/15,7,2.4,24,2.905569007,Yes,0,,,,,,,0,0,0,0,20,19,,,,,19.5,39,4326.507651,3.636237844,,,,,,,,,,
488,JP1,488,7/2/15,7/3/15,8,1.3,13,1.573849879,Yes,6,,,,,,,6,9.443099274,59.72558515,1.783371708,6,1,,,,,3.5,7,1327.009624,3.123201222,,,,,,,,,,
489,JP2,489,7/2/15,7/3/15,1,1.4,14,1.694915254,Yes,10,,,,,,,10,16.94915254,100.2697613,2.005479786,2,1,,,,,1.5,3,531.9531953,2.72668907,,,,,,,,,,
490,JP2,490,7/2/15,7/3/15,2,0.7,7,0.847457627,Yes,0,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,
491,JP2,491,7/2/15,7/3/15,3,0.7,7,0.847457627,Yes,27,,,,,,,27,22.88135593,256.9857994,2.411595801,5,4,,,,,4.5,9,3029.70297,3.481543375,,,,,,,,,,
492,JP2,492,7/2/15,7/3/15,4,1.4,14,1.694915254,Yes,28,,,,,,,28,47.45762712,280.7553316,2.449872143,3,2,,,,,2.5,5,886.5886589,2.948211744,,,,,,,,,,
493,JP2,493,7/2/15,7/3/15,5,0.3,3,0.363196126,Yes,1,,,,,,,1,0.363196126,9.22714482,1.009754406,1,0,,,,,0.5,1,761.4761476,2.882226262,,,,,,,,,,
494,JP2,494,7/2/15,7/3/15,6,1.9,19,2.300242131,Yes,0,,,,,,1,0,0,0,0,4,1,,,,,2.5,5,676.9624331,2.83120563,,,,,,,,,,
495,JP2,495,7/2/15,7/3/15,7,0.9,9,1.089588378,Yes,1,,,,,,,1,1.089588378,9.663416443,1.02789637,2,,,,,,2,2,531.6531653,2.726444512,,,,,,,,,,
496,JP2,496,7/2/15,7/3/15,8,0.4,4,0.484261501,Yes,25,,,,,,,25,12.10653753,232.4964189,2.368280224,2,,,,,,2,2,1151.215122,3.061533571,,,,,,,,,,
497,JP3,497,7/2/15,7/3/15,1,3.7,37,4.479418886,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
498,JP3,498,7/2/15,7/3/15,2,1.1,11,1.331719128,Yes,5,,,,,,,5,6.658595642,49.04420159,1.699353765,1,,,,,,1,1,220.7675313,2.345897962,,,,,,,,,,
499,JP3,499,7/2/15,7/3/15,3,0.4,4,0.484261501,Yes,6,,,,,,,6,2.905569007,55.79914054,1.754341764,6,,,,,,6,6,3453.645365,3.538403472,,,,,,,,,,
500,JP3,500,7/2/15,7/3/15,4,3.7,37,4.479418886,Yes,40,0,,,,,,20,89.58837772,233.9870136,2.371043862,20,2,1,,,,7.666666667,23,1800.520593,3.255639231,,,,,,,,,,
501,JP3,501,7/2/15,7/3/15,5,2.9,29,3.510895884,Yes,30,0,,,,,,15,52.66343826,166.7648278,2.224700915,40,5,2,,,,15.66666667,47,4460.90816,3.649520627,,,,,,,,,,
502,JP3,502,7/2/15,7/3/15,6,2,20,2.421307506,Yes,1,,,,,,,1,2.421307506,10.46324775,1.059307679,0,,,,,,0,0,0,0,,,,,,,,,,
503,JP3,503,7/2/15,7/3/15,7,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,,,,,,,#DIV/0!,0,0,0,,,,,,,,,,
504,JP3,504,7/2/15,7/3/15,8,1.5,15,1.81598063,Yes,22,,,,,,,22,39.95157385,222.1931374,2.348680837,13,,,,,,13,13,2167.056706,3.336070637,,,,,,,,,,
505,JP4,505,7/2/15,7/3/15,1,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,10000,,,,,,10000,10000,7614761.476,6.881656361,,,,,,,,,,
506,JP4,506,7/2/15,7/3/15,2,0.5,5,0.605326877,Yes,0,,,,,,,0,0,0,0,10000,1,,,,,5000.5,10001,4641328.173,6.666642371,,,,,,,,,,
507,JP4,507,7/2/15,7/3/15,3,0.7,7,0.847457627,Yes,2,1,,,,,,1.5,1.271186441,14.27698885,1.184037762,1,,,,,,1,1,336.6336634,2.528445741,,,,,,,,,,
508,JP4,508,7/2/15,7/3/15,4,1.5,15,1.81598063,Yes,0,,,,,,,0,0,0,0,10000,,,,,,10000,10000,1666966.697,6.221927184,,,,,,,,,,
509,JP4,509,7/2/15,7/3/15,5,2.1,21,2.542372881,Yes,0,,,,,,,0,0,0,0,52,1,,,,,26.5,53,6583.258326,3.818506862,,,,,,,,,,
510,JP4,510,7/2/15,7/3/15,6,0.7,7,0.847457627,Yes,1,,,,,,,1,0.847457627,9.517992569,1.02193286,5,3,,,,,4,8,2693.069307,3.430408764,,,,,,,,,,
511,JP4,511,7/2/15,7/3/15,7,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,10000,11,,,,,5005.5,10011,2413092.529,6.382574155,,,,,,,,,,
512,JP4,512,7/2/15,7/3/15,8,2.5,25,3.026634383,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
513,JP5,513,7/2/15,7/3/15,1,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
514,JP5,514,7/2/15,7/3/15,2,0.1,1,0.121065375,Yes,2,,,,,,,2,0.242130751,18.16344189,1.282473514,1,,,,,,1,1,2248.424842,3.352071487,,,,,,,,,,
515,JP5,515,7/2/15,7/3/15,3,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,389.7389739,2.591886732,,,,,,,,,,
516,JP5,516,7/2/15,7/3/15,4,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,1133.213321,3.054694744,,,,,,,,,,
517,JP5,517,7/2/15,7/3/15,5,0.3,3,0.363196126,Yes,1,,,,,,,1,0.363196126,9.22714482,1.009754406,0,,,,,,0,0,0,0,,,,,,,,,,
518,JP5,518,7/2/15,7/3/15,6,0.2,2,0.242130751,Yes,2,,,,,,,2,0.484261501,18.30886577,1.285756763,1,1,,,,,1,2,2266.426643,3.355533245,,,,,,,,,,
519,JP5,519,7/2/15,7/3/15,7,0.5,5,0.605326877,Yes,0,,,,,,1,0,0,0,0,3,,,,,,3,3,1392.259226,3.144031928,,,,,,,,,,
520,JP5,520,7/2/15,7/3/15,8,0.4,4,0.484261501,Yes,16,,,,,,,16,7.748184019,148.7977081,2.175505169,2,,,,,,2,2,1151.215122,3.061533571,,,,,,,,,,
521,JP6,521,7/2/15,7/3/15,1,0.8,8,0.968523002,Yes,13,12,,,,,,12.5,12.10653753,119.8838063,2.082368126,188,153,,,,,170.5,341,101210.396,5.005229415,,,,,,,,,,
522,JP6,522,7/2/15,7/3/15,2,1.8,18,2.179176755,Yes,3,,,,,,,3,6.537530266,30.95347163,1.50451805,7,2,,,,,4.5,9,1277.227723,3.106608232,,,,,,,,,,
523,JP6,523,7/2/15,7/3/15,3,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,58,2,,,,,30,60,15949.59496,4.202776887,,,,,,,,,,
524,JP6,524,7/2/15,7/3/15,4,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,13,,,,,,13,13,3455.745575,3.538667416,,,,,,,,,,
525,JP6,525,7/2/15,7/3/15,5,0.5,5,0.605326877,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
526,JP6,526,7/2/15,7/3/15,6,0.5,5,0.605326877,Yes,0,,,,,,,0,0,0,0,1,1,1,,,,1,3,1392.259226,3.144031928,,,,,,,,,,
527,JP6,527,7/2/15,7/3/15,7,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,3,,,,,,3,3,3399.639964,3.531560654,,,,,,,,,,
528,JP6,528,7/2/15,7/3/15,8,0.01,0.1,0.012106538,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
529,JP7,529,7/2/15,7/3/15,1,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
530,JP7,530,7/2/15,7/3/15,2,0.2,2,0.242130751,Yes,16,,,,,,,16,3.87409201,146.4709261,2.168706408,9,1,,,,,5,10,11332.13321,4.054349994,,,,,,,,,,
531,JP7,531,7/2/15,7/3/15,3,1.1,11,1.331719128,Yes,2,,,,,,,2,2.663438257,19.61768063,1.314239808,2,,,,,,2,2,441.5350626,2.645947686,,,,,,,,,,
532,JP7,532,7/2/15,7/3/15,4,0.2,2,0.242130751,Yes,11,,,,,,,11,2.663438257,100.6987617,2.007315665,1,,,,,,1,1,1133.213321,3.054694744,,,,,,,,,,
533,JP7,533,7/2/15,7/3/15,5,0.4,4,0.484261501,Yes,46,,,,,,,46,22.27602906,427.7934108,2.632248103,19,,,,,,19,19,10936.54365,4.038919799,,,,,,,,,,
534,JP7,534,7/2/15,7/3/15,6,0.3,3,0.363196126,Yes,8,,,,,,,8,2.905569007,73.81715856,1.87400121,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
535,JP7,535,7/2/15,7/3/15,7,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
536,JP7,536,7/2/15,7/3/15,8,1.1,11,1.331719128,Yes,8,,,,,,,8,10.65375303,78.47072254,1.900207162,6,,,,,,6,6,1324.605188,3.122414195,,,,,,,,,,
537,JP8,537,7/2/15,7/3/15,1,0.2,2,0.242130751,Yes,2,,,,,,,2,0.484261501,18.30886577,1.285756763,1,,,,,,1,1,1133.213321,3.054694744,,,,,,,,,,
538,JP8,538,7/2/15,7/3/15,2,0.2,2,0.242130751,Yes,8,,,,,,,8,1.937046005,73.23546307,1.870611422,17,1,,,,,9,18,20397.83978,4.309605467,,,,,,,,,,
539,JP8,539,7/2/15,7/3/15,3,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,10000,,,,,,10000,10000,11332133.21,7.054311709,,,,,,,,,,
540,JP8,540,7/2/15,7/3/15,4,0.3,3,0.363196126,Yes,3,,,,,,,3,1.089588378,27.68143446,1.457600868,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
541,JP8,541,7/2/15,7/3/15,5,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,265.8265827,2.426229094,,,,,,,,,,
542,JP8,542,7/2/15,7/3/15,6,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,2,,,,,,2,2,2266.426643,3.355533245,,,,,,,,,,
543,JP8,543,7/2/15,7/3/15,7,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,28,3,,,,,15.5,31,35129.61296,4.545685727,,,,,,,,,,
544,JP8,544,7/2/15,7/3/15,8,0.7,7,0.847457627,Yes,0,,,,,,,0,0,0,0,18,1,,,,,9.5,19,6396.039604,3.805979039,,,,,,,,,,
545,JP9,545,7/2/15,7/3/15,1,1.7,17,2.05811138,Yes,0,,,,,,,0,0,0,0,2,,,,,,2,2,298.4063112,2.476260951,,,,,,,,,,
546,JP9,546,7/2/15,7/3/15,2,0.4,4,0.484261501,Yes,0,,,,,,,0,0,0,0,11,,,,,,11,11,6331.683168,3.80158776,,,,,,,,,,
547,JP9,547,7/2/15,7/3/15,3,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
548,JP9,548,7/2/15,7/3/15,4,1.6,16,1.937046005,Yes,0,,,,,,,0,0,0,0,5,2,2,,,,3,9,1416.629163,3.151562639,,,,,,,,,,
549,JP9,549,7/2/15,7/3/15,5,1.4,14,1.694915254,Yes,2,,,,,,,2,3.389830508,20.05395226,1.323333634,1,,,,,,1,1,177.3177318,2.251194531,,,,,,,,,,
550,JP9,550,7/2/15,7/3/15,6,0.1,1,0.121065375,Yes,2,,,,,,,2,0.242130751,18.16344189,1.282473514,0,,,,,,0,0,0,0,,,,,,,,,,
551,JP9,551,7/2/15,7/3/15,7,0.05,0.5,0.060532688,Yes,5,,,,,,,5,0.302663438,45.22682489,1.664894065,3,,,,,,3,3,13436.54365,4.128319888,,,,,,,,,,
552,JP9,552,7/2/15,7/3/15,8,0.7,7,0.847457627,Yes,5,,,,,,,5,4.237288136,47.58996284,1.686546567,30,24,6,,,,20,60,20198.0198,4.305330295,,,,,,,,,,
553,JP10,553,7/2/15,7/3/15,1,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,296.8046805,2.473931519,,,,,,,,,,
554,JP10,554,7/2/15,7/3/15,2,0.3,3,0.363196126,Yes,3,,,,,,,3,1.089588378,27.68143446,1.457600868,2,,,,,,2,2,1522.952295,3.182971372,,,,,,,,,,
555,JP10,555,7/2/15,7/3/15,3,0.8,8,0.968523002,Yes,9,,,,,,,9,8.716707022,86.31634055,1.941095526,4,,,,,,4,4,1187.218722,3.074896391,,,,,,,,,,
556,JP10,556,7/2/15,7/3/15,4,2.6,26,3.147699758,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
557,JP10,557,7/2/15,7/3/15,5,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,10000,8,,,,,5004,10008,2970421.242,6.472818188,,,,,,,,,,
558,JP10,558,7/2/15,7/3/15,6,0.7,7,0.847457627,Yes,13,,,,,,,13,11.01694915,123.7339034,2.095984513,13,,,,,,13,13,4376.237624,3.641200123,,,,,,,,,,
559,JP10,559,7/2/15,7/3/15,7,2,20,2.421307506,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
560,JP10,560,7/2/15,7/3/15,8,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
561,JP11,561,7/2/15,7/3/15,1,0.3,3,0.363196126,Yes,18,,,,,,,18,6.537530266,166.0886068,2.222946838,3,,,,,,3,3,2284.428443,3.358967628,,,,,,,,,,
562,JP11,562,7/2/15,7/3/15,2,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
563,JP11,563,7/2/15,7/3/15,3,3,30,3.631961259,Yes,1,1,,,,,,1,3.631961259,11.19036712,1.086016785,12,8,,,,,10,20,1846.984698,3.266698371,,,,,,,,,,
564,JP11,564,7/2/15,7/3/15,4,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,48,,,,,,48,48,9785.778578,3.990639763,,,,,,,,,,
565,JP11,565,7/2/15,7/3/15,5,2.8,28,3.389830508,Yes,1,,,,,,,1,3.389830508,11.04494325,1.080804758,24,3,1,,,,9.333333333,28,2734.473447,3.437032504,,,,,,,,,,
566,JP11,566,7/2/15,7/3/15,6,0.5,5,0.605326877,Yes,0,,,,,,,0,0,0,0,89,,,,,,89,89,41303.69037,4.615999371,,,,,,,,,,
567,JP11,567,7/2/15,7/3/15,7,1.2,12,1.452784504,Yes,34,,,,,,,34,49.39467312,335.9727767,2.527594817,12,,,,,,12,12,2446.444644,3.388712878,,,,,,,,,,
568,JP11,568,7/2/15,7/3/15,8,3.4,34,4.11622276,Yes,0,,,,,,,0,0,0,0,1028,,,,,,1028,1028,85943.34728,4.934217318,,,,,,,,,,
569,JP12,569,7/2/15,7/3/15,1,1.2,12,1.452784504,Yes,4,1,,,,,,2.5,3.631961259,24.70388064,1.409998696,15,,,,,,15,15,3058.055806,3.4855874,,,,,,,,,,
570,JP12,570,7/2/15,7/3/15,2,0.9,9,1.089588378,Yes,1,,,,,,,1,1.089588378,9.663416443,1.02789637,15,1,,,,,8,16,4253.225323,3.628820488,,,,,,,,,,
571,JP12,571,7/2/15,7/3/15,3,1.3,13,1.573849879,Yes,8,,,,,,,8,12.59079903,79.63411353,1.906518816,4,1,1,,,,2,6,1137.436821,3.056308934,,,,,,,,,,
572,JP12,572,7/2/15,7/3/15,4,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,241.0441044,2.383894509,,,,,,,,,,
573,JP12,573,7/2/15,7/3/15,5,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,,,,,,,#DIV/0!,0,0,0,,,,,,,,,,
574,JP12,574,7/2/15,7/3/15,6,2.1,21,2.542372881,Yes,0,,,,,,,0,0,0,0,4,,,,,,4,4,496.849685,2.697098237,,,,,,,,,,
575,JP12,575,7/2/15,7/3/15,7,1,10,1.210653753,Yes,10,,,,,,,10,12.10653753,97.3612838,1.992824188,2,1,,,,,1.5,3,723.1323132,2.859817928,,,,,,,,,,
